api_context,name,method,path,summary,description,tags,roles,path_parameters,request_body,response_body,error_codes,route_pattern,source_file
v5_1_0,getCurrenciesAtBank,GET,/banks/BANK_ID/currencies,Get Currencies at a Bank,Get Currencies specified by BANK_ID ,Fx,,BANK_ID,,,UnknownError,"""banks"" :: BankId(bankId) :: ""currencies"" :: Nil",APIMethods510.scala
v5_1_0,orphanedAccountCheck,GET,/management/system/integrity/banks/BANK_ID/orphaned-account-check,Check for Orphaned Accounts,Check for orphaned accounts at Bank Account model ${userAuthenticationMessage(true)} ,SystemIntegrity,,BANK_ID,,,UnknownError,"""management"" :: ""system"" :: ""integrity""  :: ""banks"" :: BankId(bankId) :: ""orphaned-account-check"" :: Nil",APIMethods510.scala
v5_1_0,createAtmAttribute,POST,/banks/BANK_ID/atms/ATM_ID/attributes,Create ATM Attribute,"Create ATM Attribute The type field must be one of ""STRING"", ""INTEGER"", ""DOUBLE"" or DATE_WITH_DAY"" ${userAuthenticationMessage(true)} ",ATM,CreateAtmAttribute; CreateAtmAttributeAtAnyBank,BANK_ID; ATM_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: ""attributes"" :: Nil",APIMethods510.scala
v5_1_0,getAgents,GET,/banks/BANK_ID/agents,Get Agents at Bank,"Get Agents at Bank. ${userAuthenticationMessage(false)} ${urlParametersDocument(true, true)} ",Account,GetAtmAttribute; GetAtmAttributeAtAnyBank,BANK_ID,,,BankNotFound; AgentsNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""agents"" :: Nil",APIMethods510.scala
v5_1_0,getAtmAttributes,GET,/banks/BANK_ID/atms/ATM_ID/attributes,Get ATM Attributes,Get ATM Attributes ${userAuthenticationMessage(true)} ,ATM,GetAtmAttribute; GetAtmAttributeAtAnyBank,BANK_ID; ATM_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: ""attributes"" :: Nil",APIMethods510.scala
v5_1_0,getAtmAttribute,GET,/banks/BANK_ID/atms/ATM_ID/attributes/ATM_ATTRIBUTE_ID,Get ATM Attribute By ATM_ATTRIBUTE_ID,Get ATM Attribute By ATM_ATTRIBUTE_ID ${userAuthenticationMessage(true)} ,ATM,GetAtmAttribute; GetAtmAttributeAtAnyBank,BANK_ID; ATM_ID; ATM_ATTRIBUTE_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: ""attributes"" :: atmAttributeId :: Nil",APIMethods510.scala
v5_1_0,updateAtmAttribute,PUT,/banks/BANK_ID/atms/ATM_ID/attributes/ATM_ATTRIBUTE_ID,Update ATM Attribute,Update ATM Attribute. Update an ATM Attribute by its id. ${userAuthenticationMessage(true)} ,ATM,UpdateAtmAttributeAtAnyBank; UpdateAtmAttribute,BANK_ID; ATM_ID; ATM_ATTRIBUTE_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: ""attributes"" :: atmAttributeId :: Nil",APIMethods510.scala
v5_1_0,deleteAtmAttribute,DELETE,/banks/BANK_ID/atms/ATM_ID/attributes/ATM_ATTRIBUTE_ID,Delete ATM Attribute,Delete ATM Attribute Delete a Atm Attribute by its id. ${userAuthenticationMessage(true)} ,ATM,DeleteAtmAttributeAtAnyBank; DeleteAtmAttribute,BANK_ID; ATM_ID; ATM_ATTRIBUTE_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: ""attributes"" :: atmAttributeId :: Nil",APIMethods510.scala
v5_1_0,updateConsentStatusByConsent,PUT,/management/banks/BANK_ID/consents/CONSENT_ID,Update Consent Status by CONSENT_ID," This endpoint is used to update the Status of Consent. Each Consent has one of the following states: ${ConsentStatus.values.toList.sorted.mkString("", "")}. ${userAuthenticationMessage(true)} ",,,BANK_ID; CONSENT_ID,,,,"""management"" :: ""banks"" :: BankId(bankId) :: ""consents"" :: consentId :: Nil",APIMethods510.scala
v5_1_0,updateConsentAccountAccessByConsentId,PUT,/management/banks/BANK_ID/consents/CONSENT_ID/account-access,Update Consent Account Access by CONSENT_ID, This endpoint is used to update the Account Access of Consent. ${userAuthenticationMessage(true)} ,,,BANK_ID; CONSENT_ID,,,,"""management"" :: ""banks"" :: BankId(bankId) :: ""consents"" :: consentId :: ""account-access"" :: Nil",APIMethods510.scala
v5_1_0,updateConsentUserIdByConsentId,PUT,/management/banks/BANK_ID/consents/CONSENT_ID/created-by-user,Update Created by User of Consent by CONSENT_ID," This endpoint is used to Update the User bound to a consent. In general we would not expect for a management user to set the User bound to a consent, but there may be some use cases where this workflow is useful. If successful, the ""Created by User ID"" field in the OBP Consent table will be updated. ${userAuthenticationMessage(true)} ",,,BANK_ID; CONSENT_ID,,,,"""management"" :: ""banks"" :: BankId(bankId) :: ""consents"" :: consentId :: ""created-by-user"" :: Nil",APIMethods510.scala
v5_1_0,getMyConsentsByBank,GET,/banks/BANK_ID/my/consents,Get My Consents at Bank, This endpoint gets the Consents created by a current User. ${userAuthenticationMessage(true)} ,Psd2; Consent; PSD2AIS,,BANK_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""my"" :: ""consents"" :: Nil",APIMethods510.scala
v5_1_0,getMyConsents,GET,/my/consents,Get My Consents, This endpoint gets the Consents created by a current User. ${userAuthenticationMessage(true)} ,Psd2; Consent; PSD2AIS,,,,,BankNotFound; UnknownError,"""my"" :: ""consents"" :: Nil",APIMethods510.scala
v5_1_0,getConsentsAtBank,GET,/management/consents/banks/BANK_ID,Get Consents at Bank," This endpoint gets the Consents at Bank by BANK_ID. ${userAuthenticationMessage(true)} 1 limit (for pagination: defaults to 50) eg:limit=200 2 offset (for pagination: zero index, defaults to 0) eg: offset=10 3 consumer_id (ignore if omitted) 4 user_id (ignore if omitted) 5 status (ignore if omitted) eg: /management/consents/banks/BANK_ID?&consumer_id=78&limit=10&offset=10 ",Psd2; Consent; PSD2AIS,GetConsentsAtAnyBank; GetConsentsAtOneBank,BANK_ID,,,BankNotFound; UnknownError,"""management"" :: ""consents"" :: ""banks"" :: BankId(bankId) :: Nil",APIMethods510.scala
v5_1_0,getConsents,GET,/management/consents,Get Consents," This endpoint gets the Consents. ${userAuthenticationMessage(true)} 1 limit (for pagination: defaults to 50) eg:limit=200 2 offset (for pagination: zero index, defaults to 0) eg: offset=10 3 consumer_id (ignore if omitted) 4 consent_id (ignore if omitted) 5 user_id (ignore if omitted) 6 status (ignore if omitted) 7 bank_id (ignore if omitted) eg:/management/consents?consumer_id=78&limit=10&offset=10 ",Psd2; Consent; PSD2AIS,GetConsentsAtAnyBank,,,,BankNotFound; UnknownError,"""management"" :: ""consents"" :: Nil",APIMethods510.scala
v5_1_0,getConsentByConsentId,GET,/user/current/consents/CONSENT_ID,Get Consent By Consent Id via User, This endpoint gets the Consent By consent id. ${userAuthenticationMessage(true)} ,Psd2; Consent; PSD2AIS,,CONSENT_ID,,,UnknownError,"""user"" :: ""current"" :: ""consents"" :: consentId :: Nil",APIMethods510.scala
v5_1_0,getConsentByConsentIdViaConsumer,GET,/consumer/current/consents/CONSENT_ID,Get Consent By Consent Id via Consumer, This endpoint gets the Consent By consent id. ${userAuthenticationMessage(true)} ,Psd2; Consent; PSD2AIS,,CONSENT_ID,,,UnknownError,"""consumer"" :: ""current""  :: ""consents"" :: consentId :: Nil",APIMethods510.scala
v5_1_0,revokeConsentAtBank,DELETE,/banks/BANK_ID/consents/CONSENT_ID,Revoke Consent at Bank," Revoke Consent specified by CONSENT_ID There are a few reasons you might need to revoke an application’s access to a user’s account: - The user explicitly wishes to revoke the application’s access - You as the service provider have determined an application is compromised or malicious, and want to disable it - etc. OBP as a resource server stores access tokens in a database, then it is relatively easy to revoke some token that belongs to a particular user. The status of the token is changed to ",Psd2; Consent; PSD2AIS,RevokeConsentAtBank,BANK_ID; CONSENT_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""consents"" :: consentId :: Nil",APIMethods510.scala
v5_1_0,selfRevokeConsent,DELETE,/my/consent/current,Revoke Consent used in the Current Call," Revoke Consent specified by Consent-Id at Request Header There are a few reasons you might need to revoke an application’s access to a user’s account: - The user explicitly wishes to revoke the application’s access - You as the service provider have determined an application is compromised or malicious, and want to disable it - etc. OBP as a resource server stores access tokens in a database, then it is relatively easy to revoke some token that belongs to a particular user. The status of the to",Psd2; Consent; PSD2AIS,,,,,BankNotFound; UnknownError,"""my"" :: ""consent"" :: ""current"" :: Nil",APIMethods510.scala
v5_1_0,createConsentImplicit,POST,/my/consents/IMPLICIT,Create Consent (IMPLICIT)," This endpoint starts the process of creating a Consent. The Consent is created in an ${ConsentStatus.INITIATED} state. A One Time Password (OTP) (AKA security challenge) is sent Out of Band (OOB) to the User via the transport defined in SCA_METHOD SCA_METHOD is typically ""SMS"",""EMAIL"" or ""IMPLICIT"". ""EMAIL"" is used for testing purposes. OBP mapped mode ""IMPLICIT"" is ""EMAIL"". Other mode, bank can decide it in the connector method 'getConsentImplicitSCA'. When the Consent is created, OBP (or a ba",,,IMPLICIT,,,,N/A,APIMethods510.scala
v5_1_0,mtlsClientCertificateInfo,GET,/my/mtls/certificate/current,Provide client's certificate info of a current call, Provide client's certificate info of a current call specified by PSD2-CERT value at Request Header ${userAuthenticationMessage(true)} ,Psd2; Consent; PSD2AIS,,,,,BankNotFound; UnknownError,"""my"" :: ""mtls"" :: ""certificate"" :: ""current"" :: Nil",APIMethods510.scala
v5_1_0,updateMyApiCollection,PUT,/my/api-collections/API_COLLECTION_ID,Update My Api Collection By API_COLLECTION_ID,Update Api Collection for logged in user. ${userAuthenticationMessage(true)} ,ApiCollection,,API_COLLECTION_ID,,,UserNotFound; UnknownError,"""my"" :: ""api-collections"" :: apiCollectionId :: Nil",APIMethods510.scala
v5_1_0,getUserByProviderAndUsername,GET,/users/provider/PROVIDER/username/USERNAME,Get User by USERNAME,"Get user by PROVIDER and USERNAME ${userAuthenticationMessage(true)} CanGetAnyUser entitlement is required, ",User,GetAnyUser,PROVIDER; USERNAME,createUserInfoJSON,,UserNotFound; UnknownError,"""users"" :: ""provider"" :: provider :: ""username"" :: username :: Nil",APIMethods510.scala
v5_1_0,getUserLockStatus,GET,/users/PROVIDER/USERNAME/lock-status,Get User Lock Status, Get User Login Status. ${userAuthenticationMessage(true)} ,User,ReadUserLockedStatus,PROVIDER; USERNAME,,,UserNotFound; UnknownError,N/A,APIMethods510.scala
v5_1_0,unlockUserByProviderAndUsername,PUT,/users/PROVIDER/USERNAME/lock-status,Unlock the user, Unlock a User. (Perhaps the user was locked due to multiple failed login attempts) ${userAuthenticationMessage(true)} ,User,UnlockUser,PROVIDER; USERNAME,,,UserNotFound; UnknownError,"""users"" :: provider :: username :: ""lock-status"" :: Nil",APIMethods510.scala
v5_1_0,lockUserByProviderAndUsername,POST,/users/PROVIDER/USERNAME/locks,Lock the user, Lock a User. ${userAuthenticationMessage(true)} ,User,LockUser,PROVIDER; USERNAME,,,UserNotFound; UnknownError,"""users"" :: provider :: username :: ""locks"" :: Nil",APIMethods510.scala
v5_1_0,validateUserByUserId,PUT,/management/users/USER_ID,Validate a user, Validate the User by USER_ID. ${userAuthenticationMessage(true)} ,User,ValidateUser,USER_ID,,,UserNotFound; UnknownError,"""management"" :: ""users"" :: userId :: Nil",APIMethods510.scala
v5_1_0,getAggregateMetrics,GET,/management/aggregate-metrics,Get Aggregate Metrics,"Returns aggregate metrics on api usage eg. total count, response time (in ms), etc. Should be able to filter on the following fields eg: /management/aggregate-metrics?from_date=$DateWithMsExampleString&to_date=$DateWithMsExampleString&consumer_id=5 &user_id=66214b8e-259e-44ad-8868-3eb47be70646&implemented_by_partial_function=getTransactionsForBankAccount &implemented_in_version=v3.0.0&url=/obp/v3.0.0/banks/gh.29.uk/accounts/8ca8a7e4-6d02-48e3-a029-0b2bf89de9f0/owner/transactions &verb=GET&anon=f",,,,,,,"""management"" :: ""aggregate-metrics"" :: Nil",APIMethods510.scala
v5_1_0,getMetrics,GET,/management/metrics,Get Metrics,Get API metrics rows. These are records of each REST API call. require CanReadMetrics role Filters Part 1.*filtering* (no wilde cards etc.) parameters to GET /management/metrics You can filter by the following fields by applying url parameters eg: /management/metrics?from_date=$DateWithMsExampleString&to_date=$DateWithMsExampleString&limit=50&offset=2 1 from_date e.g.:from_date=$DateWithMsExampleString Defaults to the Unix Epoch i.e. ${theEpochTime} 2 to_date e.g.:to_date=$DateWithMsExampleStrin,,,,,,,"""management"" :: ""metrics"" :: Nil",APIMethods510.scala
v5_1_0,getCustomersForUserIdsOnly,GET,/users/current/customers/customer_ids,Get Customers for Current User (IDs only),Gets all Customers Ids that are linked to a User. ${userAuthenticationMessage(true)} ,Customer; User,,_,,,UserCustomerLinksNotFound; UnknownError,"""users"" :: ""current"" :: ""customers"" :: ""customer_ids"" :: Nil",APIMethods510.scala
v5_1_0,getCustomersByLegalName,POST,/banks/BANK_ID/customers/legal-name,Get Customers by Legal Name,Gets the Customers specified by Legal Name. ${userAuthenticationMessage(true)} ,Customer; Kyc,GetCustomer,BANK_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: ""legal-name"" :: Nil",APIMethods510.scala
v5_1_0,createAtm,POST,/banks/BANK_ID/atms,Create ATM,Create ATM.,ATM,CreateAtm; CreateAtmAtAnyBank,BANK_ID,,,UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: Nil",APIMethods510.scala
v5_1_0,updateAtm,PUT,/banks/BANK_ID/atms/ATM_ID,UPDATE ATM,Update ATM.,ATM,UpdateAtm; UpdateAtmAtAnyBank,BANK_ID; ATM_ID,,,UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: Nil",APIMethods510.scala
v5_1_0,getAtms,GET,/banks/BANK_ID/atms,Get Bank ATMS,"Returns information about ATMs for a single bank specified by BANK_ID including: * Address * Geo Location * License the data under this endpoint is released under Pagination: By default, 100 records are returned. You can use the url query parameters *limit* and *offset* for pagination ${userAuthenticationMessage(!getAtmsIsPublic)}",ATM,,BANK_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: Nil",APIMethods510.scala
v5_1_0,getAtm,GET,/banks/BANK_ID/atms/ATM_ID,Get Bank ATM,Returns information about ATM for a single bank specified by BANK_ID and ATM_ID including: * Address * Geo Location * License the data under this endpoint is released under * ATM Attributes ${userAuthenticationMessage(!getAtmsIsPublic)},ATM,,BANK_ID; ATM_ID,,,BankNotFound; AtmNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: Nil",APIMethods510.scala
v5_1_0,deleteAtm,DELETE,/banks/BANK_ID/atms/ATM_ID,Delete ATM,Delete ATM. This will also delete all its attributes. ,ATM,DeleteAtm; DeleteAtmAtAnyBank,BANK_ID; ATM_ID,,,UnknownError,"""banks"" :: BankId(bankId) :: ""atms"" :: AtmId(atmId) :: Nil",APIMethods510.scala
v5_1_0,createConsumerDynamicRegistration,POST,/dynamic-registration/consumers,Create a Consumer(Dynamic Registration),"Create a Consumer (mTLS access). JWT payload: - minimal { ""description"":""Description"" } - full { ""description"": ""Description"", ""app_name"": ""Tesobe GmbH"", ""app_type"": ""Sofit"", ""developer_email"": ""marko@tesobe.com"", ""redirect_url"": ""http://localhost:8082"" } Please note that JWT must be signed with the counterpart private key of the public key used to establish mTLS ",Consumer; Directory,,,,,UnknownError,"""dynamic-registration"" :: ""consumers"" :: Nil",APIMethods510.scala
